transaction_id,upi_id,payee_display_name,amount_inr,timestamp,sender_account_age_days,payee_account_age_days,transaction_hour,device_change_last_24h,sender_city,is_first_time_payee,num_txns_to_payee_last_30d,triggered_by_sms_link,triggered_by_screen_share_app,fraud_type,is_fraud
TXN200384,flipkart-rdb6h@okicici,Prize Claim Cell,46154.16,2025-08-26T14:27:37,794,25,14,1,Pune,1,0,1,0,lottery_prize_scam,1
TXN100183,neha.sharma31@okaxis,Neha Sharma,1294.26,2026-01-24T00:53:36,1659,1386,0,0,Indore,1,11,0,0,none,0
TXN102126,sneha_gupta@ybl,Sneha Gupta,129.87,2026-03-09T10:31:53,1367,1935,10,0,Delhi,0,16,0,0,none,0
TXN100504,rahulchauhan1970@apl,Rahul Chauhan,11142.9,2026-03-08T16:41:19,2384,422,16,0,Delhi,0,14,0,0,none,0
TXN101817,pooja146@oksbi,Pooja Iyer,299.77,2025-12-19T23:38:50,1286,439,23,0,Bengaluru,0,3,0,0,none,0
TXN102080,amitnair2002@oksbi,Amit Nair,341.75,2025-02-11T14:43:02,2892,689,14,0,Jaipur,0,12,0,0,none,0
TXN101744,shalini.gupta71@ibl,Shalini Gupta,448.19,2025-07-28T22:18:37,2545,1512,22,0,Chennai,0,19,0,0,none,0
TXN101453,manoj.singh24@apl,Manoj Singh,1176.87,2025-05-07T11:55:02,2123,875,11,0,Indore,0,16,0,0,none,0
TXN200424,refundteam193@paytm,1lt989 Services,4097.57,2026-06-19T17:21:40,356,8,17,1,Pune,1,0,1,1,cashback_scam,1
TXN100120,sneha.reddy75@upi,Sneha Reddy,567.78,2026-01-04T15:00:10,390,2480,15,0,Chennai,1,4,0,0,none,0
TXN101743,suresh204@apl,Suresh Singh,2484.67,2026-04-21T13:59:17,1662,1269,13,0,Bengaluru,0,12,0,0,none,0
TXN100699,amit_iyer@apl,Amit Iyer,160.46,2026-04-26T12:22:37,2567,2019,12,0,Pune,0,1,0,0,none,0
TXN100782,manoj.gupta87@apl,Manoj Gupta,86.5,2025-06-10T21:18:04,1305,1183,21,0,Hyderabad,0,7,0,0,none,0
TXN200051,amazon-6gagr@axl,KYC Verification,4853.47,2025-02-03T20:01:16,1417,17,20,1,Delhi,1,0,0,1,cashback_scam,1
TXN100665,sanjay346@ibl,Sanjay Verma,677.73,2025-08-06T21:40:28,556,1170,21,0,Delhi,0,17,0,0,none,0
TXN100049,sneha816@ybl,Sneha Nair,1102.96,2026-01-24T17:28:39,1949,1410,17,0,Lucknow,0,7,0,0,none,0
TXN100747,rahul_yadav@axl,Rahul Yadav,1249.45,2025-09-08T09:42:47,759,1278,9,0,Bengaluru,0,16,0,0,none,0
TXN101917,suresh_iyer@axl,Suresh Iyer,1722.75,2025-10-20T03:18:23,2726,718,3,0,Kolkata,1,2,0,0,none,0
TXN100089,manoj.yadav33@upi,Manoj Yadav,6547.67,2026-05-31T10:37:34,708,2527,10,0,Delhi,0,17,0,0,none,0
TXN100436,neha_chauhan@okhdfcbank,Neha Chauhan,381.07,2025-09-20T05:12:47,2067,2784,5,0,Indore,1,8,0,0,none,0
TXN200474,kycupdate437@upi,Customer Support,3483.71,2026-04-08T00:06:54,755,19,0,1,Jaipur,1,0,0,0,refund_scam,1
TXN102421,divya_patel@paytm,Divya Patel,632.65,2025-09-28T18:15:41,1032,1114,18,0,Chennai,0,19,0,0,none,0
TXN200534,kycupdate236@oksbi,Customer Support,7.39,2026-01-10T16:18:15,2874,1,16,0,Kolkata,1,0,1,1,fake_customer_care,1
TXN101385,sneha.reddy20@axl,Sneha Reddy,10424.18,2025-07-20T16:22:31,2325,1436,16,0,Lucknow,0,2,0,0,none,0
TXN102239,sneha.yadav21@ybl,Sneha Yadav,604.28,2025-03-27T13:30:13,2282,1572,13,0,Kolkata,0,18,0,0,none,0
TXN100242,shalini594@okhdfcbank,Shalini Sharma,2823.37,2025-11-16T10:53:39,230,2975,10,0,Chennai,0,10,0,0,none,0
TXN101974,kavita286@oksbi,Kavita Nair,9275.58,2025-09-03T02:24:00,2397,2283,2,0,Mumbai,0,1,0,0,none,0
TXN102279,kavita805@paytm,Kavita Verma,3621.08,2025-03-17T06:17:51,1684,2525,6,0,Jaipur,0,0,0,0,none,0
TXN101328,meena724@axl,Meena Verma,586.45,2025-03-03T23:19:32,272,2618,23,0,Indore,0,3,0,0,none,0
TXN100377,suresh770@ibl,Suresh Yadav,1510.73,2026-06-09T12:20:19,2309,1472,12,0,Mumbai,0,17,0,0,none,0
TXN102316,kavita_gupta@apl,Kavita Gupta,88.46,2025-10-23T15:58:09,1546,2101,15,0,Bengaluru,1,20,0,0,none,0
TXN102040,divya311@okaxis,Divya Nair,1762.17,2025-11-04T21:02:41,775,1075,21,0,Lucknow,0,7,0,0,none,0
TXN200429,cr6wtgim@ybl,KYC Verification,2233.34,2025-09-11T20:31:24,1946,2,20,1,Pune,1,0,0,0,qr_code_scam,1
TXN101326,shaliniverma1989@upi,Shalini Verma,8007.59,2025-12-17T23:09:15,2558,2257,23,0,Pune,0,3,0,0,none,0
TXN100599,rituverma2002@okaxis,Ritu Verma,1276.37,2026-04-05T04:41:45,721,1733,4,1,Bengaluru,0,13,0,0,none,0
TXN101762,rahul.sharma34@okhdfcbank,Rahul Sharma,12594.13,2025-02-16T13:10:34,1906,408,13,0,Indore,1,10,0,0,none,0
TXN102136,ritu.gupta25@ibl,Ritu Gupta,274.21,2025-11-12T09:10:38,564,397,9,0,Indore,0,10,0,0,none,0
TXN200040,hdfc-00ur2@paytm,Cash Back Team,3141.36,2026-06-29T08:49:13,2832,22,8,1,Lucknow,1,0,1,1,job_offer_scam,1
TXN102154,ajay_chauhan@okicici,Ajay Chauhan,111.82,2025-11-15T08:59:06,1832,2252,8,0,Kolkata,1,1,0,0,none,0
TXN101404,kavita_gupta@okaxis,Kavita Gupta,61.75,2025-07-21T17:18:45,2122,909,17,0,Delhi,0,19,0,0,none,0
TXN100611,kavita695@okicici,Kavita Patel,11441.72,2025-12-13T11:05:05,787,2052,11,0,Mumbai,1,5,0,0,none,0
TXN200428,icici-nd3q7@ibl,9emqbw Services,9.32,2026-05-23T20:16:57,2447,3,20,0,Kolkata,1,0,0,1,lottery_prize_scam,1
TXN100727,shalini.verma30@okaxis,Shalini Verma,1685.64,2026-03-05T21:04:21,2631,252,21,0,Chennai,0,0,0,0,none,0
TXN102137,nehaiyer1989@okaxis,Neha Iyer,1945.05,2025-11-17T13:15:03,485,1161,13,0,Indore,0,2,0,0,none,0
TXN101485,rahul_chauhan@paytm,Rahul Chauhan,278.6,2025-08-31T03:35:41,1198,2564,3,0,Chennai,0,5,0,0,none,0
TXN100336,sureshgupta1976@oksbi,Suresh Gupta,1253.05,2026-04-21T08:09:49,2622,1041,8,0,Lucknow,0,2,0,0,none,0
TXN101041,priya.patel5@ybl,Priya Patel,4809.74,2025-07-05T11:52:24,975,2245,11,0,Hyderabad,0,12,0,0,none,0
TXN100268,rahul829@ybl,Rahul Patel,11528.65,2025-10-07T05:18:17,2075,1914,5,0,Pune,1,17,0,0,none,0
TXN102196,amit_iyer@upi,Amit Iyer,9781.77,2025-11-12T16:23:21,723,2027,16,1,Mumbai,0,19,0,0,none,0
TXN100248,rohit210@oksbi,Rohit Nair,9654.54,2026-05-07T20:27:28,2053,2787,20,0,Chennai,0,15,0,0,none,0
TXN102312,sanjay_nair@upi,Sanjay Nair,3423.69,2025-06-15T06:09:16,1639,2858,6,0,Chennai,0,8,0,0,none,0
TXN100127,priya137@ibl,Priya Gupta,14507.71,2025-05-25T17:06:01,333,127,17,0,Indore,0,10,0,0,none,0
TXN101980,arjun.reddy94@okaxis,Arjun Reddy,14528.04,2025-02-27T16:30:23,1728,1341,16,0,Indore,0,20,0,0,none,0
TXN101665,divya_patel@apl,Divya Patel,699.49,2026-02-23T10:34:53,2220,2833,10,0,Lucknow,0,1,0,0,none,0
TXN100585,vikram200@okaxis,Vikram Singh,1905.98,2025-10-22T02:13:06,899,2246,2,0,Pune,1,3,0,0,none,0
TXN100603,pooja_chauhan@okaxis,Pooja Chauhan,798.9,2026-03-30T20:38:55,2758,2555,20,0,Indore,0,6,0,0,none,0
TXN101099,vikram936@apl,Vikram Chauhan,11484.23,2026-05-26T20:00:14,397,2340,20,0,Jaipur,0,20,0,0,none,0
TXN200459,2v4yf5zx5kkq@paytm,Prize Claim Cell,21305.36,2026-03-31T14:54:34,1003,23,14,0,Jaipur,1,0,1,0,cashback_scam,1
TXN101087,kavita_yadav@okaxis,Kavita Yadav,6228.2,2025-11-03T10:35:10,620,1428,10,0,Bengaluru,0,6,0,0,none,0
TXN101716,neha404@apl,Neha Reddy,1013.77,2025-05-17T15:10:36,183,1305,15,0,Delhi,0,14,0,0,none,0
TXN101033,ajay514@upi,Ajay Yadav,3940.55,2025-04-06T11:48:40,2275,1023,11,0,Hyderabad,0,11,0,0,none,0
TXN101027,priyaiyer2004@axl,Priya Iyer,212.96,2026-03-05T23:11:42,1243,1159,23,0,Mumbai,0,1,0,0,none,0
TXN101150,divya.patel63@upi,Divya Patel,6010.78,2025-12-17T00:11:22,1084,877,0,0,Indore,0,13,0,0,none,0
TXN102187,nehagupta1987@apl,Neha Gupta,13009.58,2026-03-30T02:10:16,1278,2503,2,0,Kolkata,0,3,0,0,none,0
TXN101173,manoj890@oksbi,Manoj Chauhan,1249.59,2026-02-11T01:33:47,1940,1809,1,0,Pune,0,12,0,0,none,0
TXN100588,anita_nair@ybl,Anita Nair,1065.16,2025-11-29T06:07:08,1430,2693,6,0,Pune,1,10,0,0,none,0
TXN101596,sanjay.sharma21@ybl,Sanjay Sharma,12924.98,2025-03-13T11:17:45,2768,1315,11,0,Jaipur,0,19,0,0,none,0
TXN102177,shalinipatel1997@okhdfcbank,Shalini Patel,1984.6,2025-11-26T07:14:13,1013,1617,7,0,Jaipur,1,13,0,0,none,0
TXN200487,9pz4aiw2upw1@ybl,Prize Claim Cell,49189.79,2026-06-24T00:26:01,1786,5,0,1,Lucknow,1,0,1,1,fake_customer_care,1
TXN101095,ritu752@ybl,Ritu Singh,855.89,2026-05-15T13:06:10,1680,2200,13,0,Mumbai,0,9,0,0,none,0
TXN101066,rohit.singh26@okicici,Rohit Singh,747.86,2025-09-02T01:06:55,1592,1733,1,0,Chennai,0,14,0,0,none,0
TXN100028,amityadav1991@ybl,Amit Yadav,1622.8,2025-06-24T11:36:19,1182,2036,11,0,Delhi,1,13,0,0,none,0
TXN200184,amazon-gkcwr@ybl,Refund Dept,15162.1,2026-06-06T07:34:18,1065,13,7,0,Lucknow,1,0,1,1,fake_customer_care,1
TXN101321,ajay535@okaxis,Ajay Chauhan,594.47,2025-08-16T05:17:30,2142,1903,5,0,Mumbai,1,18,0,0,none,0
TXN101337,rohit_patel@oksbi,Rohit Patel,1928.5,2025-10-17T22:54:32,734,2098,22,0,Lucknow,0,4,0,0,none,0
TXN102327,vikramchauhan2002@ibl,Vikram Chauhan,633.22,2025-10-08T01:56:14,200,1855,1,0,Chennai,0,1,0,0,none,0
TXN100540,amit830@okicici,Amit Verma,1649.83,2026-01-01T16:07:09,253,2576,16,0,Pune,0,17,0,0,none,0
TXN102179,ritu195@upi,Ritu Iyer,484.98,2025-06-29T19:43:34,2703,2882,19,0,Delhi,1,1,0,0,none,0
TXN101877,neha_nair@okaxis,Neha Nair,5142.46,2025-12-23T05:35:59,363,1417,5,0,Kolkata,0,4,0,0,none,0
TXN100507,deepakiyer1980@upi,Deepak Iyer,1380.65,2026-06-07T02:15:37,2589,615,2,0,Mumbai,0,18,0,0,none,0
TXN100758,shalinigupta1981@okhdfcbank,Shalini Gupta,3552.55,2025-11-22T21:23:59,2791,3000,21,0,Delhi,0,6,0,0,none,0
TXN102379,ajay_yadav@apl,Ajay Yadav,5024.9,2026-01-16T02:51:32,2245,1116,2,0,Indore,1,1,0,0,none,0
TXN102064,neha424@okicici,Neha Yadav,6685.86,2025-11-28T17:10:16,547,2539,17,0,Chennai,0,14,0,0,none,0
TXN102289,poojasingh1999@axl,Pooja Singh,13249.47,2025-10-01T02:58:28,264,2477,2,0,Delhi,0,8,0,0,none,0
TXN200057,b4jr95yqg@okicici,KYC Verification,2767.93,2025-09-07T00:19:18,2244,6,0,1,Bengaluru,1,0,1,0,cashback_scam,1
TXN100884,rohit_yadav@upi,Rohit Yadav,11146.84,2025-12-13T21:32:41,1422,505,21,0,Mumbai,0,5,0,0,none,0
TXN101406,amit_chauhan@okicici,Amit Chauhan,979.87,2025-05-21T12:44:10,2045,934,12,0,Mumbai,0,20,0,0,none,0
TXN101779,ajay.gupta21@apl,Ajay Gupta,325.72,2026-02-20T23:19:26,802,2904,23,0,Jaipur,0,20,0,0,none,0
TXN200215,axis-j6nsg@upi,Customer Support,16949.66,2026-03-21T12:33:09,856,18,12,1,Bengaluru,1,0,0,1,phishing_link_scam,1
TXN101998,neha.verma31@upi,Neha Verma,1457.99,2025-04-16T18:48:49,1883,103,18,0,Indore,1,5,0,0,none,0
TXN100279,ajayverma2000@upi,Ajay Verma,13660.6,2026-02-23T21:01:09,2318,1813,21,0,Lucknow,1,7,0,0,none,0
TXN102083,rohit411@axl,Rohit Gupta,4570.13,2026-03-20T12:34:44,2285,1553,12,0,Pune,0,15,0,0,none,0
TXN100682,deepakgupta1982@apl,Deepak Gupta,5964.95,2026-03-07T12:35:54,2501,2663,12,0,Mumbai,1,13,0,0,none,0
TXN200488,6qjdoe4we@ybl,Prize Claim Cell,9.05,2025-04-18T12:42:15,2540,30,12,1,Delhi,1,0,0,1,cashback_scam,1
TXN102388,priya_chauhan@axl,Priya Chauhan,12189.92,2026-03-15T02:15:08,2236,2133,2,0,Jaipur,0,19,0,0,none,0
TXN100534,divya232@ibl,Divya Reddy,808.54,2025-02-23T09:50:06,712,932,9,0,Jaipur,0,19,0,0,none,0
TXN101602,pooja_reddy@okicici,Pooja Reddy,11417.34,2025-05-24T02:19:20,819,1686,2,0,Hyderabad,1,11,0,0,none,0
TXN100790,rahul.chauhan29@upi,Rahul Chauhan,14291.36,2026-03-20T04:28:11,2677,1113,4,0,Jaipur,0,11,0,0,none,0
TXN100832,suresh_iyer@axl,Suresh Iyer,13602.85,2025-09-20T00:39:58,1576,2086,0,0,Jaipur,0,10,0,0,none,0
TXN100570,rahul294@apl,Rahul Yadav,1554.0,2025-09-06T06:34:37,2308,2808,6,0,Bengaluru,0,12,0,0,none,0
TXN101364,suresh.reddy32@upi,Suresh Reddy,1054.35,2026-04-03T20:49:26,1959,576,20,0,Bengaluru,1,2,0,0,none,0
TXN101888,meena718@axl,Meena Singh,14852.39,2026-04-10T19:15:53,602,2717,19,0,Pune,0,13,0,0,none,0
TXN100624,ritu_gupta@ibl,Ritu Gupta,1458.99,2025-11-16T15:20:06,1354,545,15,0,Lucknow,0,16,0,0,none,0
TXN100077,meena_chauhan@oksbi,Meena Chauhan,11911.32,2025-05-21T03:11:57,1617,115,3,0,Mumbai,1,2,0,0,none,0
TXN102285,meenaverma1989@okaxis,Meena Verma,429.96,2025-04-14T17:51:30,1604,2183,17,0,Bengaluru,0,20,0,0,none,0
TXN101311,anitaverma1970@okaxis,Anita Verma,1312.66,2026-05-09T09:01:42,1239,2133,9,0,Kolkata,0,17,0,0,none,0
TXN101397,sneha883@axl,Sneha Gupta,5374.77,2025-03-18T11:28:18,2799,276,11,0,Indore,1,5,0,0,none,0
TXN100112,deepak885@upi,Deepak Yadav,13556.96,2026-05-12T07:39:33,2809,1327,7,0,Kolkata,0,14,0,0,none,0
TXN101656,neha809@axl,Neha Gupta,436.92,2025-10-30T20:55:56,215,1902,20,0,Mumbai,0,1,0,0,none,0
TXN100866,amit_yadav@oksbi,Amit Yadav,14567.99,2026-02-19T23:55:38,951,1530,23,0,Lucknow,1,16,0,0,none,0
TXN102097,vikram_verma@okicici,Vikram Verma,13329.94,2025-04-15T16:16:43,349,2816,16,0,Bengaluru,1,2,0,0,none,0
TXN101818,rohitchauhan1974@oksbi,Rohit Chauhan,962.79,2026-04-14T19:56:18,2197,2691,19,0,Indore,0,13,0,0,none,0
TXN200141,sjvdvivoaxw9@ibl,Refund Dept,5.08,2025-12-24T13:12:53,1909,30,13,1,Delhi,1,0,0,0,job_offer_scam,1
TXN101218,manoj923@paytm,Manoj Gupta,9555.78,2025-10-08T22:01:36,1410,2777,22,1,Kolkata,1,6,0,0,none,0
TXN101975,manoj.singh20@okhdfcbank,Manoj Singh,871.71,2025-05-11T00:46:04,1372,1149,0,0,Kolkata,0,16,0,0,none,0
TXN200021,paytm-mwrqa@ibl,KYC Verification,49618.78,2025-01-19T14:59:11,304,26,14,1,Kolkata,1,0,1,1,fake_customer_care,1
TXN100591,sanjaygupta2003@okhdfcbank,Sanjay Gupta,1686.85,2025-10-13T02:19:31,1911,2119,2,0,Hyderabad,0,10,0,0,none,0
TXN101995,ajaynair1976@okhdfcbank,Ajay Nair,10880.16,2025-08-07T23:17:26,2010,1339,23,0,Pune,0,18,0,0,none,0
TXN100314,poojapatel1999@okhdfcbank,Pooja Patel,5843.74,2026-02-17T13:07:09,2398,1593,13,0,Chennai,1,5,0,0,none,0
TXN100304,rahul_iyer@ibl,Rahul Iyer,13987.15,2026-02-20T14:57:58,1407,127,14,0,Pune,0,0,0,0,none,0
TXN102223,amitsingh2005@oksbi,Amit Singh,8894.8,2025-09-07T06:41:39,1711,1040,6,0,Hyderabad,0,13,0,0,none,0
TXN100486,anita_sharma@okaxis,Anita Sharma,1466.69,2025-08-25T01:53:28,425,1617,1,0,Chennai,0,3,0,0,none,0
TXN100296,vikram531@okicici,Vikram Nair,11367.28,2026-05-05T20:12:18,1408,1117,20,0,Indore,0,12,0,0,none,0
TXN101564,anita_gupta@okhdfcbank,Anita Gupta,2342.24,2025-08-20T22:52:37,190,822,22,0,Hyderabad,0,2,0,0,none,0
TXN102375,priya.gupta12@apl,Priya Gupta,1149.8,2025-12-29T23:31:18,2347,971,23,0,Kolkata,1,0,0,0,none,0
TXN100167,arjun368@axl,Arjun Singh,7052.31,2026-05-12T09:50:51,2584,557,9,0,Jaipur,0,9,0,0,none,0
TXN102025,anitaverma1972@paytm,Anita Verma,1164.76,2026-01-07T10:12:16,290,1246,10,0,Jaipur,0,2,0,0,none,0
TXN100454,ritu_verma@ybl,Ritu Verma,795.04,2026-01-19T19:57:43,2637,972,19,0,Pune,0,13,0,0,none,0
TXN200337,sbi-g2sr5@upi,Customer Support,3358.46,2026-04-08T05:29:30,576,19,5,1,Kolkata,1,0,1,1,fake_customer_care,1
TXN100914,kavitanair1972@okicici,Kavita Nair,6198.35,2025-04-17T22:24:46,258,2179,22,0,Jaipur,0,13,0,0,none,0
TXN101410,divya561@oksbi,Divya Iyer,1622.14,2025-06-17T19:14:00,2005,251,19,0,Lucknow,0,9,0,0,none,0
TXN100353,amit447@axl,Amit Gupta,1163.41,2025-05-09T21:53:43,1442,2978,21,0,Lucknow,0,13,0,0,none,0
TXN101809,suresh_singh@axl,Suresh Singh,6581.17,2026-01-11T17:52:36,2098,2139,17,0,Pune,0,7,0,0,none,0
TXN102246,rohit605@apl,Rohit Chauhan,14627.43,2025-12-31T21:04:13,2173,639,21,0,Jaipur,0,5,0,0,none,0
TXN101270,amit_gupta@ibl,Amit Gupta,508.23,2025-05-13T12:43:25,371,610,12,0,Jaipur,0,18,0,0,none,0
TXN100204,ritusharma1973@oksbi,Ritu Sharma,982.08,2026-02-13T21:42:41,714,1485,21,0,Hyderabad,0,0,0,0,none,0
TXN101581,meena_chauhan@okaxis,Meena Chauhan,13406.59,2025-04-30T16:33:25,2202,2516,16,0,Delhi,0,15,0,0,none,0
TXN102235,priya.reddy7@oksbi,Priya Reddy,1177.28,2025-12-09T22:05:54,1782,867,22,0,Delhi,0,20,0,0,none,0
TXN101569,amit543@axl,Amit Verma,383.12,2025-11-17T10:32:29,2170,2336,10,0,Jaipur,0,1,0,0,none,0
TXN200059,hdfc-ip08p@okhdfcbank,Customer Support,28811.98,2025-06-09T21:30:52,314,5,21,0,Chennai,1,0,0,0,job_offer_scam,1
TXN100088,sanjay_iyer@ybl,Sanjay Iyer,847.1,2025-10-28T21:58:05,2764,2741,21,0,Hyderabad,0,17,0,0,none,0
TXN101306,pooja252@paytm,Pooja Reddy,4767.1,2025-01-10T21:13:04,1778,2870,21,0,Indore,0,20,0,0,none,0
TXN100211,anita.chauhan56@paytm,Anita Chauhan,7320.64,2025-06-09T15:44:18,2885,1243,15,0,Delhi,0,12,0,0,none,0
TXN101179,ajay_chauhan@paytm,Ajay Chauhan,3368.07,2025-07-26T22:04:31,2969,1292,22,0,Lucknow,0,13,0,0,none,0
TXN101080,ajay.chauhan26@axl,Ajay Chauhan,1379.05,2025-09-05T04:40:54,2974,2650,4,0,Hyderabad,0,8,0,0,none,0
TXN200067,v2lovdfr3n55@upi,KYC Verification,38320.0,2025-08-15T20:23:15,2748,20,20,0,Mumbai,1,0,0,0,phishing_link_scam,1
TXN200240,helpdesk247507@ibl,Customer Support,3845.92,2025-05-14T19:58:04,993,22,19,1,Pune,1,0,1,0,qr_code_scam,1
TXN200172,x27gszowubf@upi,Cash Back Team,3.72,2025-09-09T02:44:28,1076,15,2,0,Lucknow,1,0,1,0,cashback_scam,1
TXN102430,snehayadav1998@apl,Sneha Yadav,10341.84,2026-01-16T15:59:14,362,615,15,0,Lucknow,0,9,0,0,none,0
TXN200069,amazon-a6aaq@paytm,Prize Claim Cell,3743.13,2026-06-08T00:51:06,1914,11,0,1,Mumbai,1,0,1,1,refund_scam,1
TXN102099,priya_singh@okhdfcbank,Priya Singh,670.1,2025-11-30T11:13:15,631,572,11,0,Lucknow,0,17,0,0,none,0
TXN100997,snehaiyer1983@upi,Sneha Iyer,992.68,2026-05-11T03:39:38,1108,2781,3,0,Jaipur,1,12,0,0,none,0
TXN102270,amit131@okaxis,Amit Chauhan,7466.2,2026-02-06T05:24:56,214,664,5,0,Jaipur,0,11,0,0,none,0
TXN101238,ajay.gupta50@axl,Ajay Gupta,1668.04,2025-05-04T00:41:43,584,147,0,0,Mumbai,1,3,0,0,none,0
TXN200256,kjm8ben2clb@upi,Prize Claim Cell,1.74,2026-04-24T13:30:31,2086,15,13,0,Jaipur,1,0,0,1,loan_app_scam,1
TXN200442,verifyacc395@upi,Prize Claim Cell,603.78,2025-09-27T01:17:46,2748,2,1,0,Jaipur,1,0,1,1,kyc_update_scam,1
TXN102278,manoj.chauhan21@ybl,Manoj Chauhan,286.36,2026-02-14T15:22:51,422,471,15,0,Pune,0,4,0,0,none,0
TXN200301,flipkart-zpf44@okhdfcbank,7zl002 Services,41821.23,2026-02-14T17:40:58,1786,6,17,1,Delhi,1,0,0,1,loan_app_scam,1
TXN100099,rahul.patel9@upi,Rahul Patel,6579.89,2025-09-16T06:35:46,2812,807,6,0,Jaipur,1,20,0,0,none,0
TXN200254,helpdesk247779@oksbi,Customer Support,1.83,2026-02-27T21:10:02,279,13,21,0,Lucknow,1,0,1,0,cashback_scam,1
TXN101290,shalini_nair@upi,Shalini Nair,1077.35,2026-06-21T10:44:11,634,2340,10,1,Bengaluru,1,13,0,0,none,0
TXN101136,sneha_yadav@apl,Sneha Yadav,1013.99,2025-02-04T04:36:52,905,2086,4,0,Chennai,0,10,0,0,none,0
TXN101941,ajay_singh@okicici,Ajay Singh,14944.94,2026-05-12T21:42:36,1018,2442,21,0,Kolkata,0,17,0,0,none,0
TXN101355,vikram767@upi,Vikram Nair,1454.39,2025-08-22T02:25:03,1287,1502,2,0,Hyderabad,0,3,0,0,none,0
TXN100628,rohitchauhan1989@oksbi,Rohit Chauhan,574.88,2025-07-06T16:10:19,2489,2071,16,1,Hyderabad,0,9,0,0,none,0
TXN101256,amit_patel@upi,Amit Patel,5662.01,2025-11-02T14:49:46,1195,1312,14,0,Pune,0,7,0,0,none,0
TXN101548,priyapatel1972@okhdfcbank,Priya Patel,982.96,2026-02-12T14:56:11,2295,1211,14,0,Pune,0,1,0,0,none,0
TXN102301,meena_nair@oksbi,Meena Nair,12936.86,2026-01-05T23:03:12,2020,1022,23,0,Mumbai,1,6,0,0,none,0
TXN101617,suresh.verma59@paytm,Suresh Verma,530.87,2025-09-23T15:29:29,1521,2279,15,0,Jaipur,0,18,0,0,none,0
TXN102030,deepaksharma1979@okaxis,Deepak Sharma,815.48,2025-09-07T06:37:58,565,1901,6,0,Bengaluru,1,20,0,0,none,0
TXN101758,kavita_yadav@okaxis,Kavita Yadav,1512.31,2025-12-13T12:22:30,1163,2040,12,0,Kolkata,1,9,0,0,none,0
TXN102234,neha868@okaxis,Neha Sharma,5590.53,2026-06-02T14:44:42,434,2646,14,0,Pune,1,1,0,0,none,0
TXN100889,kavita_yadav@oksbi,Kavita Yadav,11876.95,2025-07-31T22:02:30,2880,418,22,0,Lucknow,0,19,0,0,none,0
TXN102125,deepak_chauhan@okaxis,Deepak Chauhan,902.35,2025-12-21T10:52:42,2191,1271,10,0,Lucknow,0,6,0,0,none,0
TXN101408,shalini_iyer@axl,Shalini Iyer,5024.96,2025-11-10T21:52:14,899,514,21,0,Indore,0,6,0,0,none,0
TXN200023,hdfc-d6wih@ibl,Customer Support,4.01,2025-12-01T01:51:16,2134,23,1,0,Mumbai,1,0,1,1,fake_customer_care,1
TXN100238,ritusingh2000@oksbi,Ritu Singh,13789.44,2025-01-10T21:39:57,790,458,21,0,Delhi,0,8,0,0,none,0
TXN101883,vikram775@axl,Vikram Sharma,7460.35,2025-10-06T10:54:44,2066,406,10,0,Bengaluru,1,0,0,0,none,0
TXN102251,amit.reddy88@okaxis,Amit Reddy,536.42,2025-09-05T13:54:08,1597,118,13,0,Lucknow,1,15,0,0,none,0
TXN100792,rohit350@okaxis,Rohit Chauhan,1946.97,2025-05-18T09:14:34,2654,1446,9,0,Mumbai,0,14,0,0,none,0
TXN200325,2gz7ga7g3@apl,Refund Dept,2.82,2025-11-21T20:11:37,2031,24,20,0,Kolkata,1,0,1,1,phishing_link_scam,1
TXN101054,deepak885@ybl,Deepak Gupta,11873.43,2026-03-06T07:02:53,547,2228,7,0,Chennai,0,18,0,0,none,0
TXN100234,vikrampatel1992@okicici,Vikram Patel,87.29,2025-11-10T07:45:55,1045,179,7,0,Mumbai,0,11,0,0,none,0
TXN100678,priya.chauhan67@apl,Priya Chauhan,12302.83,2025-12-20T10:19:50,1361,541,10,0,Jaipur,0,14,0,0,none,0
TXN100172,priya.nair70@okaxis,Priya Nair,2419.0,2025-08-20T05:41:48,1607,446,5,0,Delhi,0,6,0,0,none,0
TXN100046,snehaiyer1996@axl,Sneha Iyer,7755.37,2025-10-23T10:45:37,1430,2419,10,0,Indore,0,6,0,0,none,0
TXN100613,kavitanair1995@oksbi,Kavita Nair,244.47,2026-04-14T14:12:22,235,2729,14,0,Mumbai,0,2,0,0,none,0
TXN200444,paytm-e0e7k@ibl,Customer Support,9.75,2025-11-21T09:01:19,2075,28,9,0,Bengaluru,1,0,1,0,phishing_link_scam,1
TXN100360,nehanair1984@upi,Neha Nair,7097.0,2025-07-20T10:27:07,1510,1946,10,0,Delhi,1,3,0,0,none,0
TXN101077,shalini.patel95@okhdfcbank,Shalini Patel,10138.86,2025-08-09T06:03:07,326,2937,6,0,Delhi,0,5,0,0,none,0
TXN100618,neha_patel@ybl,Neha Patel,1588.27,2025-03-01T07:37:49,2866,690,7,0,Kolkata,1,15,0,0,none,0
TXN200316,kycupdate708@ibl,Cash Back Team,1.52,2025-02-22T11:32:55,2680,21,11,1,Delhi,1,0,1,1,fake_customer_care,1
TXN100443,neha546@oksbi,Neha Nair,3773.6,2025-06-06T21:22:33,1317,2787,21,0,Lucknow,1,0,0,0,none,0
TXN101073,priyareddy1985@oksbi,Priya Reddy,1540.85,2025-10-11T13:42:07,525,2788,13,0,Mumbai,0,20,0,0,none,0
