call_id,phone_number,call_type,timestamp,call_duration_sec,caller_id_verified,telecom_circle,number_active_since_days,num_user_reports_total,num_distinct_recipients_contacted_24h,call_originates_from_known_contact,requested_otp_or_pin,requested_remote_access_app,requested_payment_or_gift_card,scam_category,is_fraud
CALL101211,6001337003,whatsapp_call,2025-11-01T00:28:53,559,1,Rajasthan,2039,0,5,1,0,0,0,none,0
CALL200462,9992345593,telegram_call,2025-07-28T06:31:58,1532,0,UP-East,11,412,525,0,0,0,1,investment_trading_scam,1
CALL102280,9001016899,whatsapp_call,2025-04-18T15:10:17,528,1,Punjab,761,1,2,0,0,0,0,none,0
CALL100331,8000308964,regular_call,2025-02-02T02:19:19,484,1,Delhi,2161,0,1,0,0,0,0,none,0
CALL102102,6001270147,whatsapp_call,2025-03-06T14:57:06,266,1,Delhi,1486,0,3,0,0,0,0,none,0
CALL102046,7000695673,whatsapp_call,2026-03-14T22:29:57,786,1,Gujarat,2599,1,3,0,0,0,0,none,0
CALL200137,9990550374,voip_app,2026-06-17T02:19:43,24,0,West Bengal,18,468,1675,0,1,1,0,fake_customer_care,1
CALL101795,6000341305,regular_call,2025-06-18T01:00:12,786,1,Karnataka,687,0,2,1,0,0,0,none,0
CALL101062,7002558682,regular_call,2025-04-22T23:26:42,391,1,UP-West,702,1,1,1,0,0,0,none,0
CALL100377,9002344220,whatsapp_call,2025-06-25T18:44:59,794,1,Maharashtra,3587,1,4,1,0,0,0,none,0
CALL100635,7002337427,regular_call,2026-03-02T08:22:42,220,1,West Bengal,3459,0,4,1,0,0,0,none,0
CALL102288,8001047092,whatsapp_call,2026-01-05T03:49:19,629,1,Karnataka,1428,1,4,1,0,0,0,none,0
CALL200283,9990401161,spoofed_caller_id,2025-02-01T02:57:19,19,0,Maharashtra,20,142,1841,0,1,0,1,otp_phishing_call,1
CALL102263,8001266450,regular_call,2025-03-07T03:45:09,638,1,Mumbai,3227,1,2,1,0,0,0,none,0
CALL101475,9000418380,whatsapp_call,2025-03-04T05:46:53,713,1,Kerala,3792,0,2,1,0,0,0,none,0
CALL200068,8881366071,whatsapp_call,2025-05-22T21:27:22,16,0,Mumbai,3,361,752,0,0,1,1,loan_app_harassment,1
CALL101478,8000797718,whatsapp_call,2025-11-19T10:03:49,891,1,Punjab,466,0,3,0,0,0,0,none,0
CALL100915,6000656917,whatsapp_call,2025-06-14T11:55:47,831,1,Punjab,767,1,4,1,0,0,0,none,0
CALL100639,7002972702,whatsapp_call,2025-06-12T16:56:49,321,1,Karnataka,3614,0,3,1,0,0,0,none,0
CALL200547,9991380258,whatsapp_call,2026-02-09T15:43:03,23,0,Delhi,20,227,905,0,1,1,0,kyc_update_call,1
CALL100179,6001265523,whatsapp_call,2026-04-24T16:36:06,845,1,Rajasthan,589,1,3,0,0,0,0,none,0
CALL100640,9001364724,regular_call,2025-03-30T02:22:08,257,1,Rajasthan,1087,1,2,0,0,0,0,none,0
CALL101954,8002959282,whatsapp_call,2025-09-28T15:42:31,289,1,Mumbai,3376,0,4,1,0,0,0,none,0
CALL100319,7002933834,regular_call,2026-03-25T14:02:26,233,1,UP-East,316,1,4,1,0,0,0,none,0
CALL102314,9000246951,whatsapp_call,2026-04-20T06:34:45,66,1,UP-West,1934,0,5,1,0,0,0,none,0
CALL200285,9992269957,whatsapp_call,2026-06-06T04:33:03,11,0,West Bengal,19,134,981,0,0,0,1,digital_arrest_scam,1
CALL102024,9001206407,whatsapp_call,2025-02-25T17:38:32,875,1,Kerala,3609,1,1,1,0,0,0,none,0
CALL101446,7001528134,regular_call,2025-05-21T18:09:57,89,1,Punjab,3812,0,3,0,0,0,0,none,0
CALL200042,8881254666,voip_app,2026-04-27T19:43:05,19,0,Mumbai,5,261,444,0,1,1,1,loan_app_harassment,1
CALL100962,6001039960,regular_call,2025-03-23T22:54:10,672,1,Mumbai,3568,0,1,1,0,0,0,none,0
CALL102356,9000572607,whatsapp_call,2025-11-09T04:32:37,790,1,West Bengal,1093,1,5,1,0,0,0,none,0
CALL100053,6001612213,whatsapp_call,2026-01-24T19:56:58,568,1,UP-West,2055,1,4,1,0,0,0,none,0
CALL100409,9002433064,regular_call,2025-04-05T18:13:59,152,1,Rajasthan,2456,0,2,1,0,0,0,none,0
CALL102198,7002200638,whatsapp_call,2026-06-14T18:22:06,777,1,Tamil Nadu,1793,0,3,1,0,0,0,none,0
CALL200574,9990158108,telegram_call,2026-03-10T06:26:01,5,0,Tamil Nadu,17,444,252,0,1,0,1,kyc_update_call,1
CALL101031,9001863837,whatsapp_call,2025-09-16T23:01:42,201,1,Punjab,2564,1,3,1,0,0,0,none,0
CALL100203,8002124149,regular_call,2025-06-20T06:01:57,419,1,Delhi,2692,0,4,0,0,0,0,none,0
CALL200379,9992693633,telegram_call,2025-10-23T05:26:53,1587,0,Delhi,7,407,970,0,1,1,1,loan_app_harassment,1
CALL100569,9000715832,regular_call,2025-08-26T18:06:46,532,1,Karnataka,1243,1,4,0,0,0,0,none,0
CALL200362,8881716578,telegram_call,2025-08-29T04:22:12,12,0,Kerala,16,68,1676,0,1,1,1,otp_phishing_call,1
CALL100436,8000078309,regular_call,2025-05-21T12:29:46,76,1,Karnataka,536,1,1,1,0,0,0,none,0
CALL100518,9002137865,whatsapp_call,2025-04-30T06:16:43,184,1,Rajasthan,3370,1,3,0,0,0,0,none,0
CALL102163,7001324361,whatsapp_call,2026-05-04T02:44:25,344,1,Karnataka,1838,1,5,0,0,0,0,none,0
CALL200589,8881400922,spoofed_caller_id,2025-08-26T04:18:47,27,0,Karnataka,16,96,1136,0,0,1,1,digital_arrest_scam,1
CALL100114,9002359852,whatsapp_call,2025-07-03T11:19:49,198,1,Karnataka,3184,0,2,0,0,0,0,none,0
CALL200060,7771979224,regular_call,2025-02-20T09:43:15,10,0,Mumbai,10,257,509,0,1,0,1,otp_phishing_call,1
CALL200058,9991469128,telegram_call,2025-12-22T12:11:39,6,0,Punjab,7,407,1750,0,1,0,1,digital_arrest_scam,1
CALL101876,9002581050,whatsapp_call,2025-03-03T04:52:44,471,1,Gujarat,3073,0,3,1,0,0,0,none,0
CALL102098,6001812127,whatsapp_call,2025-07-16T19:31:43,638,1,Delhi,438,0,4,1,0,0,0,none,0
CALL100950,7001039460,regular_call,2025-06-22T07:21:21,585,1,Kerala,2295,0,5,1,0,0,0,none,0
CALL100957,8001805470,whatsapp_call,2025-11-18T00:43:32,834,1,Kerala,3328,1,2,1,0,0,0,none,0
CALL101830,9000420101,regular_call,2025-11-02T03:59:25,250,1,Karnataka,3121,1,4,0,0,0,0,none,0
CALL101292,8002634367,whatsapp_call,2025-10-23T06:36:40,331,1,West Bengal,2651,0,5,1,0,0,0,none,0
CALL102041,6000435930,whatsapp_call,2026-03-25T08:14:08,669,1,Karnataka,2619,0,1,1,0,0,0,none,0
CALL101755,8000689799,regular_call,2025-08-07T11:10:37,613,1,West Bengal,1470,1,2,1,0,0,0,none,0
CALL200430,7770274531,spoofed_caller_id,2026-04-02T21:17:37,17,0,Punjab,10,298,64,0,0,1,1,sextortion_call,1
CALL101179,7001583534,regular_call,2026-05-09T00:43:00,468,1,Mumbai,1958,1,1,0,0,0,0,none,0
CALL200416,7770251105,voip_app,2025-05-29T05:14:34,418,0,unknown/spoofed,3,393,1627,0,1,1,1,courier_customs_scam,1
CALL200190,7771433600,telegram_call,2026-06-19T21:00:23,15,0,unknown/spoofed,6,167,619,0,0,1,1,lottery_prize_call,1
CALL101819,8002156595,whatsapp_call,2026-03-27T01:21:46,614,1,Gujarat,1191,0,2,1,0,0,0,none,0
CALL100894,9001975779,whatsapp_call,2025-07-02T04:19:41,372,1,West Bengal,2866,0,5,1,0,0,0,none,0
CALL101153,7000521456,regular_call,2025-11-11T06:53:01,388,1,Gujarat,3088,1,3,0,0,0,0,none,0
CALL100207,7002036827,regular_call,2025-05-28T00:44:05,724,1,Rajasthan,1269,0,5,0,0,0,0,none,0
CALL200076,9992760601,voip_app,2025-09-11T14:20:34,951,0,Karnataka,15,59,1965,0,1,1,1,sextortion_call,1
CALL100547,7002056948,whatsapp_call,2025-05-22T01:05:26,515,1,Maharashtra,3936,0,2,1,0,0,0,none,0
CALL102304,9000313330,whatsapp_call,2026-04-18T17:11:10,470,1,Delhi,2456,1,1,1,0,0,0,none,0
CALL101096,6001861380,regular_call,2025-07-26T22:21:16,506,1,Karnataka,3434,1,2,0,0,0,0,none,0
CALL101801,7001367737,whatsapp_call,2025-09-25T13:20:44,228,1,Mumbai,2471,0,5,0,0,0,0,none,0
CALL101960,9001812286,whatsapp_call,2025-07-24T21:32:43,594,1,West Bengal,1720,0,5,1,0,0,0,none,0
CALL101519,6001243407,whatsapp_call,2026-06-13T17:07:37,808,1,Kerala,1739,0,1,0,0,0,0,none,0
CALL200466,9992763361,whatsapp_call,2025-01-11T08:40:52,2065,0,Kerala,10,371,613,0,1,1,0,otp_phishing_call,1
CALL100910,8002606208,regular_call,2026-01-20T16:08:00,288,1,Mumbai,3244,1,4,1,0,0,0,none,0
CALL101259,9002555493,regular_call,2026-04-16T18:22:51,749,1,Maharashtra,2622,1,5,1,0,0,0,none,0
CALL100561,9000583513,regular_call,2025-12-09T10:47:34,125,1,Kerala,3262,1,5,1,0,0,0,none,0
CALL200559,9992670386,telegram_call,2025-06-11T10:21:59,7,0,Kerala,14,99,1529,0,1,0,1,kyc_update_call,1
CALL101449,9002334386,whatsapp_call,2026-05-31T01:51:08,752,1,Tamil Nadu,2544,0,2,1,0,0,0,none,0
CALL200229,9991571201,whatsapp_call,2026-05-29T13:27:08,18,0,Mumbai,3,281,1156,0,1,1,1,investment_trading_scam,1
CALL200242,7770458034,voip_app,2026-03-20T05:42:16,651,0,Rajasthan,15,488,172,0,1,0,1,courier_customs_scam,1
CALL100524,9002310161,regular_call,2025-04-08T15:14:39,469,1,Punjab,415,1,4,0,0,0,0,none,0
CALL200272,7770176490,spoofed_caller_id,2025-01-17T03:38:33,2136,0,Karnataka,2,404,239,0,0,0,1,lottery_prize_call,1
CALL102216,7001070885,regular_call,2025-03-26T14:49:59,233,1,Maharashtra,1058,1,3,1,0,0,0,none,0
CALL102291,7002824272,whatsapp_call,2026-05-04T18:25:00,339,1,Karnataka,881,0,2,1,0,0,0,none,0
CALL101200,6000666065,regular_call,2025-03-31T19:13:13,172,1,Gujarat,3983,1,1,0,0,0,0,none,0
CALL101743,9002210303,whatsapp_call,2025-04-05T20:59:47,591,1,UP-East,2637,1,4,1,0,0,0,none,0
CALL101484,9001856208,regular_call,2025-07-15T10:36:55,718,1,Delhi,2008,0,5,0,0,0,0,none,0
CALL100946,8001985208,whatsapp_call,2025-03-28T04:12:05,523,1,Karnataka,3317,1,2,1,0,0,0,none,0
CALL200195,8880593794,telegram_call,2025-07-04T13:53:24,15,0,West Bengal,19,475,1599,0,1,1,1,kyc_update_call,1
CALL101747,7000078871,regular_call,2025-12-18T20:17:50,732,1,Mumbai,766,1,5,1,0,0,0,none,0
CALL200428,7771947264,voip_app,2025-03-01T23:41:04,28,0,Kerala,9,87,943,0,1,1,1,digital_arrest_scam,1
CALL100233,7001530379,regular_call,2025-02-05T05:58:20,749,1,Punjab,788,1,4,1,0,0,0,none,0
CALL200013,8880086367,regular_call,2026-06-19T23:08:12,21,0,Rajasthan,11,425,1260,0,0,0,1,job_offer_scam,1
CALL101762,8002908517,whatsapp_call,2026-01-02T01:01:57,770,1,West Bengal,2922,0,3,0,0,0,0,none,0
CALL200518,7770648458,telegram_call,2025-07-12T12:30:09,28,0,unknown/spoofed,13,112,1840,0,0,1,1,lottery_prize_call,1
CALL101193,9001780485,whatsapp_call,2025-03-17T07:41:53,848,1,Maharashtra,274,1,2,1,0,0,0,none,0
CALL100099,8000898692,whatsapp_call,2026-01-31T00:32:38,70,1,Karnataka,2763,0,4,1,0,0,0,none,0
CALL100738,8002830813,regular_call,2026-06-10T13:39:01,419,1,Delhi,577,1,3,0,0,0,0,none,0
CALL200268,9992293365,telegram_call,2025-02-22T05:39:34,313,0,Punjab,18,281,1664,0,0,1,1,job_offer_scam,1
CALL100795,8000891714,regular_call,2025-12-14T20:58:07,561,1,Punjab,2590,0,2,0,0,0,0,none,0
CALL102183,9002772998,whatsapp_call,2025-09-13T13:29:20,891,1,Delhi,724,1,2,1,0,0,0,none,0
CALL100184,8001896886,whatsapp_call,2025-10-30T13:08:02,371,1,Delhi,2635,1,4,0,0,0,0,none,0
CALL102200,7002026495,regular_call,2025-02-17T07:19:48,843,1,Karnataka,1768,0,5,1,0,0,0,none,0
CALL200051,8880426538,whatsapp_call,2025-11-18T02:13:23,14,0,Tamil Nadu,7,251,1900,0,1,1,1,job_offer_scam,1
CALL200017,8881796225,telegram_call,2025-05-23T04:18:27,28,0,UP-West,7,304,1830,0,1,1,0,kyc_update_call,1
CALL100994,7002964583,whatsapp_call,2025-10-29T05:56:51,390,1,Karnataka,1039,1,5,0,0,0,0,none,0
CALL102117,8001511554,regular_call,2025-01-22T14:31:23,806,1,West Bengal,1033,1,4,0,0,0,0,none,0
CALL101571,8000798015,regular_call,2025-08-17T19:11:46,875,1,Maharashtra,1867,1,5,0,0,0,0,none,0
CALL101619,9002372983,whatsapp_call,2025-01-30T04:08:10,16,1,Kerala,972,0,1,0,0,0,0,none,0
CALL100285,6000105324,regular_call,2025-02-08T21:06:21,346,1,Maharashtra,2041,1,2,1,0,0,0,none,0
CALL101071,8001487108,regular_call,2025-11-27T07:10:02,483,1,Karnataka,2201,1,4,0,0,0,0,none,0
CALL101695,7001269047,whatsapp_call,2025-06-12T05:06:51,568,1,UP-East,859,1,4,1,0,0,0,none,0
CALL102097,6001437302,regular_call,2026-03-17T19:44:02,309,1,Tamil Nadu,2919,0,5,0,0,0,0,none,0
CALL100625,7002222422,regular_call,2026-02-12T12:45:31,510,1,Rajasthan,893,0,2,0,0,0,0,none,0
CALL101587,8002669647,regular_call,2026-06-15T10:56:17,345,1,Mumbai,2311,1,2,1,0,0,0,none,0
CALL101450,9002864831,regular_call,2025-04-11T01:46:05,832,1,UP-West,2836,0,5,0,0,0,0,none,0
CALL102042,9001704823,whatsapp_call,2025-03-02T11:23:37,705,1,UP-West,572,0,5,1,0,0,0,none,0
CALL100359,6000523029,whatsapp_call,2025-07-20T06:37:14,491,1,Rajasthan,2444,1,2,1,0,0,0,none,0
CALL100527,6000117197,whatsapp_call,2025-11-29T02:48:27,511,1,Karnataka,1818,0,2,1,0,0,0,none,0
CALL200374,9992761750,voip_app,2025-11-15T01:40:37,849,0,UP-West,16,163,1358,0,1,1,0,sextortion_call,1
CALL100634,9002899145,whatsapp_call,2025-11-20T12:01:52,295,1,Tamil Nadu,3960,1,2,1,0,0,0,none,0
CALL101258,6001905287,whatsapp_call,2025-06-27T03:27:46,251,1,Rajasthan,1708,0,4,1,0,0,0,none,0
CALL200464,9990075509,regular_call,2025-07-14T01:03:28,26,0,Gujarat,1,381,1298,0,0,0,1,investment_trading_scam,1
CALL100934,9000225442,regular_call,2025-12-03T21:25:56,257,1,UP-West,3017,1,2,0,0,0,0,none,0
CALL200056,7771380333,telegram_call,2026-01-22T09:32:39,20,0,West Bengal,2,454,937,0,1,0,1,lottery_prize_call,1
CALL101510,8001228176,whatsapp_call,2025-08-29T04:49:18,300,1,UP-East,1068,1,2,0,0,0,0,none,0
CALL101194,8002255347,whatsapp_call,2025-02-04T22:24:34,97,1,Gujarat,2336,0,3,0,0,0,0,none,0
CALL101466,6000052875,whatsapp_call,2026-06-26T08:35:21,537,1,UP-East,2421,1,3,0,0,0,0,none,0
CALL100162,9001197423,regular_call,2025-04-17T10:37:34,601,1,Karnataka,1028,0,1,1,0,0,0,none,0
CALL102344,7002418803,whatsapp_call,2026-06-19T06:09:25,301,1,West Bengal,2358,1,3,1,0,0,0,none,0
CALL101447,9001944476,whatsapp_call,2026-01-22T04:23:54,378,1,Gujarat,2067,0,3,0,0,0,0,none,0
CALL101599,7001559726,regular_call,2025-10-27T01:41:52,83,1,UP-West,1401,0,1,1,0,0,0,none,0
CALL200427,9992108148,regular_call,2025-06-05T15:28:56,10,0,UP-West,2,134,1630,0,0,1,0,loan_app_harassment,1
CALL100369,6001393544,regular_call,2025-05-07T22:08:25,620,1,West Bengal,3680,0,2,0,0,0,0,none,0
CALL102306,8002546176,whatsapp_call,2026-04-13T05:30:04,98,1,Delhi,639,1,2,1,0,0,0,none,0
CALL100196,7000583637,whatsapp_call,2025-08-09T06:26:32,247,1,Tamil Nadu,343,1,1,1,0,0,0,none,0
CALL200105,7771765132,whatsapp_call,2025-01-21T11:47:54,18,0,Gujarat,3,261,1675,0,1,0,1,otp_phishing_call,1
CALL102150,8002734002,regular_call,2026-04-08T11:44:30,473,1,West Bengal,456,1,5,1,0,0,0,none,0
CALL102303,8000082202,whatsapp_call,2026-05-22T08:16:08,504,1,Tamil Nadu,2735,1,1,1,0,0,0,none,0
CALL100274,7002415644,whatsapp_call,2026-03-08T14:52:54,528,1,Tamil Nadu,2989,0,3,1,0,0,0,none,0
CALL101026,8002113795,regular_call,2026-03-21T10:35:09,669,1,Delhi,3916,1,5,1,0,0,0,none,0
CALL102379,6000095528,regular_call,2025-05-06T02:47:08,325,1,Mumbai,1578,0,1,1,0,0,0,none,0
CALL100059,6001486111,regular_call,2025-08-22T06:54:59,402,1,Karnataka,1115,0,1,1,0,0,0,none,0
CALL200361,9992597927,whatsapp_call,2025-08-06T02:39:21,1339,0,Delhi,3,459,939,0,1,0,1,kyc_update_call,1
CALL100372,8002467450,whatsapp_call,2025-03-07T04:31:17,171,1,Karnataka,574,0,5,0,0,0,0,none,0
CALL101591,7002514213,regular_call,2026-03-21T08:35:54,628,1,Maharashtra,1519,1,2,0,0,0,0,none,0
CALL100473,9001375785,whatsapp_call,2026-01-25T08:22:06,32,1,Gujarat,3286,1,4,0,0,0,0,none,0
CALL102115,7001656245,regular_call,2025-04-06T08:49:20,416,1,Delhi,2898,0,2,0,0,0,0,none,0
CALL102375,9002848819,whatsapp_call,2026-03-09T15:55:11,672,1,Rajasthan,1291,1,4,1,0,0,0,none,0
CALL100743,6001552010,whatsapp_call,2026-02-11T07:27:10,625,1,Rajasthan,3015,1,2,1,0,0,0,none,0
CALL101604,7001566980,whatsapp_call,2025-06-30T17:37:42,118,1,Tamil Nadu,265,0,4,1,0,0,0,none,0
CALL101279,9000141187,regular_call,2025-10-08T18:56:47,515,1,Punjab,656,1,5,0,0,0,0,none,0
CALL100018,6001116372,whatsapp_call,2025-12-04T00:56:58,93,1,Kerala,1821,1,4,0,0,0,0,none,0
CALL200135,8881612600,telegram_call,2026-02-17T22:05:14,680,0,Punjab,10,217,1371,0,0,0,1,lottery_prize_call,1
CALL101400,9001054104,whatsapp_call,2025-10-26T03:05:19,638,1,Karnataka,981,1,4,0,0,0,0,none,0
CALL101970,7002486427,regular_call,2025-09-14T01:53:24,67,1,UP-West,1933,0,1,0,0,0,0,none,0
CALL100513,9000646917,whatsapp_call,2026-02-26T05:11:07,111,1,West Bengal,601,1,1,1,0,0,0,none,0
CALL100226,6000374126,regular_call,2025-03-10T02:56:46,581,1,Mumbai,3958,1,2,1,0,0,0,none,0
CALL102058,9000971462,whatsapp_call,2025-02-27T10:56:40,324,1,Karnataka,1034,1,2,0,0,0,0,none,0
CALL100339,9000680538,whatsapp_call,2025-10-05T03:02:08,6,1,UP-West,3844,1,1,1,0,0,0,none,0
CALL102069,6001069689,whatsapp_call,2025-05-06T22:35:11,40,1,Mumbai,3704,1,3,1,0,0,0,none,0
CALL102177,9002381917,regular_call,2026-04-23T19:33:32,83,1,UP-West,2468,1,4,1,0,0,0,none,0
CALL100492,7002065271,regular_call,2025-01-13T06:36:00,159,1,Rajasthan,1111,0,1,1,0,0,0,none,0
CALL101050,8001310405,regular_call,2025-01-06T08:20:58,519,1,Rajasthan,3465,0,3,0,0,0,0,none,0
CALL102384,8002013895,regular_call,2026-05-09T02:03:28,426,1,Kerala,3864,1,3,0,0,0,0,none,0
CALL200270,7770301112,voip_app,2026-06-12T05:11:31,1650,0,UP-East,17,163,182,0,0,0,0,sextortion_call,1
CALL101958,7001720032,regular_call,2025-04-29T20:20:36,857,1,Tamil Nadu,459,1,4,0,0,0,0,none,0
CALL200064,7771356315,whatsapp_call,2026-05-08T12:07:02,1481,0,Delhi,9,281,1915,0,0,1,1,digital_arrest_scam,1
CALL100897,8002974528,whatsapp_call,2026-05-17T21:33:20,347,1,Mumbai,1559,1,2,1,0,0,0,none,0
CALL101606,9001764461,regular_call,2025-12-29T13:02:08,43,1,Gujarat,1913,1,3,1,0,0,0,none,0
CALL101094,8000077747,whatsapp_call,2026-06-10T16:57:33,212,1,Karnataka,479,0,5,1,0,0,0,none,0
CALL200297,9991973822,regular_call,2026-01-10T17:08:22,16,0,Delhi,1,186,1687,0,1,1,0,loan_app_harassment,1
CALL100299,7000947258,regular_call,2025-06-15T22:51:16,367,1,Tamil Nadu,3659,1,5,0,0,0,0,none,0
CALL100664,8001834065,regular_call,2025-10-08T20:34:26,787,1,Gujarat,3008,1,4,1,0,0,0,none,0
CALL102073,8001515604,whatsapp_call,2026-06-02T05:04:08,332,1,West Bengal,3092,0,4,1,0,0,0,none,0
CALL200505,9992821327,whatsapp_call,2026-05-20T17:47:27,989,0,Delhi,16,62,1557,0,1,1,1,loan_app_harassment,1
CALL101295,7002160435,regular_call,2026-02-02T05:28:21,431,1,Rajasthan,2519,1,3,1,0,0,0,none,0
CALL101577,6001670145,whatsapp_call,2026-05-05T03:44:22,495,1,Gujarat,3479,1,2,0,0,0,0,none,0
CALL101305,8002360479,whatsapp_call,2026-02-11T16:16:32,275,1,Gujarat,2482,1,4,1,0,0,0,none,0
CALL200085,8880188663,regular_call,2025-08-02T21:38:29,1479,0,West Bengal,12,496,874,0,0,1,1,courier_customs_scam,1
CALL100722,9000061465,whatsapp_call,2025-08-11T09:07:48,225,1,West Bengal,1406,1,2,1,0,0,0,none,0
CALL100706,8001160143,regular_call,2025-01-25T06:59:55,481,1,Tamil Nadu,3894,1,5,0,0,0,0,none,0
CALL101527,7000758518,whatsapp_call,2025-02-11T05:10:00,363,1,Kerala,688,1,1,0,0,0,0,none,0
CALL100871,9001662879,whatsapp_call,2026-05-01T13:48:53,335,1,Gujarat,3462,1,1,0,0,0,0,none,0
CALL200213,7770776455,spoofed_caller_id,2026-04-17T18:37:27,877,0,West Bengal,5,491,1737,0,1,1,0,fake_customer_care,1
CALL100699,6001580231,regular_call,2025-01-28T03:27:00,170,1,UP-West,3280,1,1,0,0,0,0,none,0
CALL101323,6001028828,regular_call,2025-10-09T08:34:11,411,1,West Bengal,3252,1,5,0,0,0,0,none,0
CALL101724,7002109649,regular_call,2025-01-19T01:05:33,780,1,Rajasthan,1566,1,3,1,0,0,0,none,0
CALL101979,7002031923,whatsapp_call,2025-08-31T10:57:16,737,1,Tamil Nadu,2723,1,1,0,0,0,0,none,0
CALL100865,7001039257,regular_call,2025-10-16T00:03:43,581,1,Delhi,1707,1,4,0,0,0,0,none,0
CALL200500,9992563955,regular_call,2025-01-04T22:49:23,22,0,Gujarat,17,453,1825,0,1,0,1,otp_phishing_call,1
CALL100707,7002697888,whatsapp_call,2025-06-17T13:55:30,512,1,UP-East,3665,1,3,0,0,0,0,none,0
CALL102023,8002110723,whatsapp_call,2026-03-24T19:26:42,587,1,Mumbai,1652,0,3,0,0,0,0,none,0
CALL101286,6000428163,regular_call,2025-05-14T19:02:38,561,1,Punjab,590,0,1,0,0,0,0,none,0
CALL101175,8000833599,whatsapp_call,2025-08-24T13:13:54,223,1,Kerala,3758,0,1,0,0,0,0,none,0
CALL102224,8002715751,regular_call,2026-05-07T15:29:56,661,1,Punjab,2051,0,3,1,0,0,0,none,0
CALL101672,8000644447,whatsapp_call,2025-11-27T00:27:50,680,1,Kerala,1950,0,5,0,0,0,0,none,0
CALL101228,7001332798,regular_call,2025-09-23T10:22:27,295,1,Maharashtra,1408,0,3,1,0,0,0,none,0
CALL101005,9002768490,whatsapp_call,2025-08-20T09:33:36,78,1,West Bengal,2463,0,2,1,0,0,0,none,0
CALL101950,9002766853,whatsapp_call,2025-02-01T17:56:54,854,1,Rajasthan,2716,0,1,1,0,0,0,none,0
CALL200402,7771027508,whatsapp_call,2025-09-12T06:00:43,14,0,UP-West,7,344,1737,0,1,1,1,kyc_update_call,1
CALL101554,6000880432,whatsapp_call,2025-08-08T00:09:17,339,1,Maharashtra,1735,0,4,1,0,0,0,none,0
CALL101852,8000788046,whatsapp_call,2025-12-05T02:25:26,254,1,West Bengal,2837,1,5,1,0,0,0,none,0
CALL100220,6001269910,whatsapp_call,2026-06-10T09:52:11,628,1,Punjab,1416,1,3,1,0,0,0,none,0
CALL100646,8000115389,regular_call,2025-01-05T13:47:18,626,1,UP-West,2713,1,5,1,0,0,0,none,0
CALL100173,8001180630,regular_call,2025-08-12T07:48:51,317,1,Maharashtra,2852,0,1,0,0,0,0,none,0
CALL101603,6000739546,whatsapp_call,2025-03-30T19:43:34,298,1,Punjab,1478,0,3,1,0,0,0,none,0
CALL101407,9002333639,regular_call,2025-09-03T22:10:45,515,1,Tamil Nadu,3989,0,2,0,0,0,0,none,0
CALL200004,9990150267,regular_call,2025-02-08T13:00:42,16,0,UP-West,16,64,1744,0,1,0,1,digital_arrest_scam,1
CALL101395,8001785544,regular_call,2025-07-21T03:50:07,551,1,Tamil Nadu,2907,1,3,0,0,0,0,none,0
CALL100859,6001320882,whatsapp_call,2026-01-25T13:59:01,224,1,UP-West,3199,0,5,1,0,0,0,none,0
CALL200292,9991666236,spoofed_caller_id,2025-09-23T14:51:49,1262,0,Delhi,11,355,596,0,1,1,1,kyc_update_call,1
CALL101999,9000510963,whatsapp_call,2025-04-09T14:44:10,666,1,Punjab,758,1,4,1,0,0,0,none,0
CALL200008,7771922947,telegram_call,2025-09-06T12:30:19,1181,0,Kerala,11,89,1844,0,0,1,1,digital_arrest_scam,1
CALL100649,6000620959,regular_call,2026-01-03T15:53:38,735,1,UP-East,282,1,3,1,0,0,0,none,0
CALL100688,6000893470,regular_call,2025-04-02T02:14:23,351,1,Rajasthan,3566,0,4,1,0,0,0,none,0
CALL200241,9991844634,telegram_call,2025-09-08T05:13:01,20,0,Karnataka,4,447,1944,0,0,0,1,digital_arrest_scam,1
CALL102135,6000875927,regular_call,2025-10-13T06:38:38,605,1,Punjab,1391,1,3,1,0,0,0,none,0
CALL200433,9991254071,telegram_call,2025-01-23T14:47:28,25,0,Tamil Nadu,19,481,1908,0,1,0,1,lottery_prize_call,1
CALL100410,8000076612,regular_call,2026-04-09T16:44:07,313,1,Delhi,544,0,2,0,0,0,0,none,0
CALL100959,8000129287,regular_call,2025-02-13T23:25:41,201,1,Maharashtra,2169,0,3,0,0,0,0,none,0
CALL101144,9001869761,regular_call,2026-06-01T08:50:45,865,1,Maharashtra,3973,0,1,0,0,0,0,none,0
CALL102016,8000811249,whatsapp_call,2026-04-29T04:29:34,29,1,Maharashtra,3627,0,1,1,0,0,0,none,0
CALL101275,9001517665,regular_call,2025-10-10T07:21:48,431,1,Delhi,2697,1,4,1,0,0,0,none,0
CALL101961,6001659080,whatsapp_call,2025-10-21T08:18:12,675,1,UP-East,2489,0,5,1,0,0,0,none,0
CALL101721,9002130727,whatsapp_call,2025-02-03T13:39:28,20,1,Tamil Nadu,3438,0,2,0,0,0,0,none,0
CALL100522,7001449822,whatsapp_call,2026-04-23T09:57:47,160,1,UP-West,3045,0,1,0,0,0,0,none,0
CALL101614,8002720516,regular_call,2025-09-02T10:38:04,21,1,Tamil Nadu,1724,0,5,1,0,0,0,none,0
CALL101834,6001199755,regular_call,2026-01-27T04:14:16,77,1,West Bengal,2104,0,3,1,0,0,0,none,0
